"park","plot","species","rep","date","plot.1","subplot","height","biomass","topfr","sidefr","notes","fruits","seeds","unique","focal_collect","PLECON","NAVSQU","PLAFIG","EPIDEN","GILCAP","COLLIN","CLAPUR","COLLOM","LACTUCA","SHEARV","GALIUM","LATHVIC","ERILAN","DAUCAR","APOAND","LUPBIC","LEUVUL","TRIFOLIUM","MYOSOTIS","CERGLO","GERANIUM","D","F","G","Z","HYPERNICUM","CIRSIUM","VERARV","MADIA","NAVINT","A","B","C","DANDEION","CLAAMO","MYO","CHICKWEED","VICIA","DAUCUS","LINBIE","PLANTAIN","CAMAS","CLOVER","J","H","I","SEDGE","EPICIL","JUNCUS","SCARLET.PIMPERNEL","FRLA","E","sedge","DICCON","ACMAME","N_neigh","N_neigh8"
"RF","DIVERSE","PLAFIG",12,"7/8/24",3,"D3",NA,NA,NA,NA,NA,42,168,"RF-DIVERSE-3-D3",NA,0,20,6,7,17,3,5,17,0,0,NA,0,0,0,NA,NA,NA,0,0,1,0,NA,NA,NA,NA,NA,NA,NA,0,0,0,0,0,0,0,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,76,75
"RF","DIVERSE","PLAFIG",13,"7/8/24",3,"A4",NA,NA,NA,NA,NA,6,24,"RF-DIVERSE-3-A4",NA,1,5,1,6,2,10,2,12,0,0,NA,0,0,1,NA,NA,NA,0,1,0,1,NA,NA,NA,NA,NA,NA,NA,0,0,0,0,0,0,0,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,42,39
"RF","DIVERSE","PLAFIG",14,"7/8/24",4,"E3",NA,NA,NA,NA,NA,39,156,"RF-DIVERSE-4-E3",NA,4,22,3,19,9,4,1,19,1,0,NA,0,0,0,NA,NA,NA,0,2,0,0,NA,NA,NA,NA,NA,NA,NA,0,0,0,0,0,0,0,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,84,81
"RF","DIVERSE","PLAFIG",15,"7/8/24",4,"D5",NA,NA,NA,NA,NA,16,64,"RF-DIVERSE-4-D5",NA,1,38,1,11,5,0,5,13,0,0,NA,0,0,0,NA,NA,NA,0,0,1,0,NA,NA,NA,NA,NA,NA,NA,0,0,0,2,0,0,0,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,77,74
"RF","DIVERSE","PLAFIG",16,"7/8/24",4,"C3",NA,NA,NA,NA,NA,20,80,"RF-DIVERSE-4-C3",NA,1,45,1,2,7,2,2,8,0,0,NA,0,0,0,NA,NA,NA,0,0,1,0,NA,NA,NA,NA,NA,NA,NA,0,0,0,1,0,1,0,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,71,68
"RF","DIVERSE","PLAFIG",17,"7/8/24",4,"C3",NA,NA,NA,NA,NA,8,32,"RF-DIVERSE-4-C3",NA,1,45,1,2,7,2,2,8,0,0,NA,0,0,0,NA,NA,NA,0,0,1,0,NA,NA,NA,NA,NA,NA,NA,0,0,0,1,0,1,0,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,71,68
"RF","DIVERSE","PLAFIG",18,"7/10/24",5,"E4",NA,NA,NA,NA,NA,39,156,"RF-DIVERSE-5-E4",NA,1,32,2,21,4,6,14,13,0,0,NA,0,0,0,NA,NA,NA,0,0,1,2,NA,NA,NA,NA,NA,NA,NA,0,0,0,0,0,0,0,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,96,93
"RF","DIVERSE","PLAFIG",19,"7/10/24",5,"B3",NA,NA,NA,NA,NA,31,124,"RF-DIVERSE-5-B3",NA,1,31,1,12,3,1,1,0,0,0,NA,0,0,0,NA,NA,NA,0,0,0,0,NA,NA,NA,NA,NA,NA,NA,0,0,0,0,0,0,0,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,50,50
"RF","DIVERSE","PLAFIG",20,"7/10/24",6,"C2",NA,NA,NA,NA,NA,22,88,"RF-DIVERSE-6-C2",NA,0,11,3,21,0,5,10,8,0,1,NA,0,0,0,NA,NA,NA,0,0,0,0,NA,NA,NA,NA,NA,NA,NA,0,0,0,0,0,0,0,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,59,58
"RF","DIVERSE","PLAFIG",21,"7/10/24",6,"C3",NA,NA,NA,NA,NA,70,280,"RF-DIVERSE-6-C3",NA,0,9,2,23,2,7,15,2,0,0,NA,0,0,0,NA,NA,NA,0,1,2,0,NA,NA,NA,NA,NA,NA,NA,0,0,0,0,0,0,0,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,63,60
"RF","DIVERSE","PLECON",1,"7/4/24",1,"D5",22,NA,NA,NA,"BT",30,30,"RF-DIVERSE-1-D5",NA,4,4,2,11,5,4,2,22,0,0,NA,0,0,0,NA,NA,NA,0,0,1,0,NA,NA,NA,NA,NA,NA,NA,0,0,0,0,0,0,0,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,55,54
"RF","DIVERSE","PLECON",2,"7/10/24",5,"D1",34.3,NA,NA,NA,NA,150,150,"RF-DIVERSE-5-D1",NA,3,36,2,18,1,1,5,5,1,0,NA,0,0,0,NA,NA,NA,0,0,1,0,NA,NA,NA,NA,NA,NA,NA,0,0,0,1,0,0,0,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,74,71
"RF","DIVERSE","PLECON",3,"7/8/24",2,"D1",28.5,NA,NA,NA,"BT",40,40,"RF-DIVERSE-2-D1",NA,3,3,3,13,4,8,1,18,3,0,NA,0,0,0,NA,NA,NA,0,0,2,0,NA,NA,NA,NA,NA,NA,NA,0,0,0,0,0,0,0,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,58,53
"RF","DIVERSE","PLECON",4,"7/4/24",1,"D3",41.2,NA,NA,NA,NA,100,100,"RF-DIVERSE-1-D3",NA,5,4,3,2,4,9,1,29,0,1,NA,0,1,0,NA,NA,NA,0,0,1,0,NA,NA,NA,NA,NA,NA,NA,0,0,0,0,0,0,0,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,60,57
"RF","DIVERSE","PLECON",5,"7/4/24",1,"A5",41.5,NA,NA,NA,NA,40,40,"RF-DIVERSE-1-A5",NA,1,4,3,12,1,2,4,6,1,0,NA,0,0,0,NA,NA,NA,0,0,0,0,NA,NA,NA,NA,NA,NA,NA,0,0,0,0,0,0,0,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,34,33
"RF","DIVERSE","PLECON",5,"7/10/24",5,"D1",22.1,NA,NA,NA,NA,30,30,"RF-DIVERSE-5-D1",NA,3,36,2,18,1,1,5,5,1,0,NA,0,0,0,NA,NA,NA,0,0,1,0,NA,NA,NA,NA,NA,NA,NA,0,0,0,1,0,0,0,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,74,71
"RF","DIVERSE","PLECON",6,"7/4/24",1,"A4",48.7,NA,NA,NA,NA,40,40,"RF-DIVERSE-1-A4",NA,1,1,1,8,1,7,3,12,0,0,NA,0,0,0,NA,NA,NA,0,0,0,0,NA,NA,NA,NA,NA,NA,NA,0,0,0,0,0,0,0,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,34,34
"RF","DIVERSE","PLECON",7,"7/4/24",1,"C5",45,NA,NA,NA,NA,110,110,"RF-DIVERSE-1-C5",NA,2,12,5,6,6,8,5,16,0,0,NA,0,0,0,NA,NA,NA,0,0,0,0,NA,NA,NA,NA,NA,NA,NA,0,0,0,0,0,0,0,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,60,60
"RF","DIVERSE","PLECON",8,"7/8/24",2,"A1",42,NA,NA,NA,NA,20,20,"RF-DIVERSE-2-A1",NA,9,9,3,27,15,11,1,30,0,0,NA,0,0,0,NA,NA,NA,0,0,0,0,NA,NA,NA,NA,NA,NA,NA,0,1,0,1,0,0,0,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,107,105
"RF","DIVERSE","PLECON",9,"7/8/24",3,"C5",50.2,NA,NA,NA,NA,70,70,"RF-DIVERSE-3-C5",NA,2,5,0,4,1,4,0,5,0,0,NA,0,0,0,NA,NA,NA,0,0,2,0,NA,NA,NA,NA,NA,NA,NA,0,0,0,0,0,0,0,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,23,21
"RF","DIVERSE","PLECON",10,"7/8/24",3,"B5",22.4,NA,NA,NA,NA,30,30,"RF-DIVERSE-3-B5",NA,1,19,1,6,5,4,1,11,0,0,NA,0,0,0,NA,NA,NA,0,0,1,0,NA,NA,NA,NA,NA,NA,NA,0,0,0,0,1,0,0,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,50,48
"RF","DIVERSE","PLECON",11,"7/8/24",4,"E1",29.5,NA,NA,NA,NA,50,50,"RF-DIVERSE-4-E1",NA,2,0,1,5,1,4,0,8,2,0,NA,0,1,0,NA,NA,NA,0,0,0,0,NA,NA,NA,NA,NA,NA,NA,0,0,0,1,0,0,0,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,25,21
"RF","DIVERSE","PLECON",12,"7/8/24",4,"D1",48.1,NA,NA,NA,NA,50,50,"RF-DIVERSE-4-D1",NA,1,14,1,3,4,9,1,14,0,1,NA,0,0,0,NA,NA,NA,0,0,0,0,NA,NA,NA,NA,NA,NA,NA,0,0,0,0,0,0,0,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,48,47
"RF","DIVERSE","PLECON",13,"7/8/24",4,"E2",18.6,NA,NA,NA,NA,30,30,"RF-DIVERSE-4-E2",NA,1,13,2,7,3,8,3,7,2,0,NA,0,1,0,NA,NA,NA,0,0,0,0,NA,NA,NA,NA,NA,NA,NA,0,0,0,0,0,0,0,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,47,44
"RF","DIVERSE","PLECON",14,"7/8/24",4,"C3",25.2,NA,NA,NA,NA,40,40,"RF-DIVERSE-4-C3",NA,1,45,1,2,7,2,2,8,0,0,NA,0,0,0,NA,NA,NA,0,0,1,0,NA,NA,NA,NA,NA,NA,NA,0,0,0,1,0,1,0,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,71,68
"RF","DIVERSE","PLECON",15,"7/10/24",5,"D1",22.1,NA,NA,NA,NA,30,30,"RF-DIVERSE-5-D1",NA,3,36,2,18,1,1,5,5,1,0,NA,0,0,0,NA,NA,NA,0,0,1,0,NA,NA,NA,NA,NA,NA,NA,0,0,0,1,0,0,0,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,74,71
"RF","DIVERSE","PLECON",16,"7/10/24",5,"E3",41.2,NA,NA,NA,NA,40,40,"RF-DIVERSE-5-E3",NA,0,23,2,21,7,3,5,4,0,0,NA,0,0,1,NA,NA,NA,0,0,1,1,NA,NA,NA,NA,NA,NA,NA,0,0,0,0,0,0,0,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,68,65
"RF","DIVERSE","PLECON",17,"7/10/24",5,"B3",23,NA,NA,NA,NA,30,30,"RF-DIVERSE-5-B3",NA,1,31,1,12,3,1,1,0,0,0,NA,0,0,0,NA,NA,NA,0,0,0,0,NA,NA,NA,NA,NA,NA,NA,0,0,0,0,0,0,0,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,50,50
"RF","DIVERSE","PLECON",18,"7/10/24",6,"E1",24.4,NA,NA,NA,NA,20,20,"RF-DIVERSE-6-E1",NA,1,0,1,7,1,3,10,9,0,0,NA,0,0,0,NA,NA,NA,0,0,2,0,NA,NA,NA,NA,NA,NA,NA,0,0,0,0,0,0,0,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,34,32
"RF","DIVERSE","PLECON",19,"7/10/24",6,"D3",22.1,NA,NA,NA,NA,20,20,"RF-DIVERSE-6-D3",NA,2,1,0,34,0,4,10,3,0,0,NA,0,0,1,NA,NA,NA,0,1,1,0,NA,NA,NA,NA,NA,NA,NA,0,0,0,0,0,0,0,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,57,54
"RF","ALONE","COLLOM",1,"7/10/24",NA,NA,83,"",NA,NA,"",5169.80013693062,15509.4004107919,"RF-ALONE-NA-NA",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,0,0
"RF","ALONE","COLLOM",2,"7/10/24",NA,NA,85,"",118,46,"",1636,4908,"RF-ALONE-NA-NA",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,0,0
"RF","ALONE","COLLOM",3,"7/10/24",NA,NA,83,"",64,45,"",3797,11391,"RF-ALONE-NA-NA",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,0,0
"RF","ALONE","COLLOM",4,"7/10/24",NA,NA,81,"",76,41,"",9610,28830,"RF-ALONE-NA-NA",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,0,0
"RF","ALONE","COLLOM",5,"7/10/24",NA,NA,77,"",NA,NA,"",4347.00828957975,13041.0248687392,"RF-ALONE-NA-NA",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,0,0
"RF","ALONE","COLLOM",6,"7/10/24",NA,NA,68.1,"",180,101,"",9309,27927,"RF-ALONE-NA-NA",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,0,0
"RF","ALONE","COLLOM",7,"7/10/24",NA,NA,82.4,"",185,34,"",5541,16623,"RF-ALONE-NA-NA",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,0,0
"RF","ALONE","COLLOM",8,"7/10/24",NA,NA,71,"",123,45,"",2022,6066,"RF-ALONE-NA-NA",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,0,0
"RF","ALONE","COLLOM",9,"7/10/24",NA,NA,67.3,"",100,44,"",760,2280,"RF-ALONE-NA-NA",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,0,0
"RF","ALONE","COLLOM",10,"7/10/24",NA,NA,56.5,"",110,22,"",638,1914,"RF-ALONE-NA-NA",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,0,0
"RF","ALONE","COLLOM",11,"7/10/24",NA,NA,73.5,"",NA,NA,"",3928.93838942461,11786.8151682738,"RF-ALONE-NA-NA",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,0,0
"RF","ALONE","COLLOM",12,"7/10/24",NA,NA,79.9,"",NA,NA,"",4726.91061138876,14180.7318341663,"RF-ALONE-NA-NA",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,0,0
"RF","ALONE","COLLOM",13,"7/10/24",NA,NA,80.2,"",NA,NA,"",4768.05826616189,14304.1747984857,"RF-ALONE-NA-NA",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,0,0
"RF","ALONE","NAVSQU",1,"7/10/24",NA,NA,48.2,"23.334",43,38,"",5580,111600,"RF-ALONE-NA-NA",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,0,0
"RF","ALONE","NAVSQU",2,"7/10/24",NA,NA,61.5,"55.398",42,38,"",12198,243960,"RF-ALONE-NA-NA",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,0,0
"RF","ALONE","NAVSQU",3,"7/10/24",NA,NA,49.1,"9.035",39,23,"",1338,26760,"RF-ALONE-NA-NA",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,0,0
"RF","ALONE","NAVSQU",4,"7/10/24",NA,NA,44,"9.511",37,11,"",887,17740,"RF-ALONE-NA-NA",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,0,0
"RF","ALONE","NAVSQU",5,"7/10/24",NA,NA,55.7,"14.219",44,12,"",1340,26800,"RF-ALONE-NA-NA",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,0,0
"RF","ALONE","NAVSQU",6,"7/10/24",NA,NA,49.5,"13.96",43,29,"",1851,37020,"RF-ALONE-NA-NA",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,0,0
"RF","ALONE","NAVSQU",7,"7/10/24",NA,NA,52.1,"",NA,NA,"",2899.47386273534,57989.4772547068,"RF-ALONE-NA-NA",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,0,0
"RF","ALONE","NAVSQU",8,"7/10/24",NA,NA,52.5,"9.718",38,14,"",882,17640,"RF-ALONE-NA-NA",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,0,0
"RF","ALONE","NAVSQU",9,"7/10/24",NA,NA,45.1,"5.879",39,31,"",1234,24680,"RF-ALONE-NA-NA",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,0,0
"RF","ALONE","NAVSQU",10,"7/10/24",NA,NA,50,"",NA,NA,"",2217.39766411475,44347.9532822949,"RF-ALONE-NA-NA",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,0,0
"RF","ALONE","NAVSQU",11,"7/10/24",NA,NA,47.5,"",NA,NA,"",1611.32127855328,32226.4255710657,"RF-ALONE-NA-NA",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,0,0
"RF","ALONE","CLAPUR",2,"7/10/24",NA,NA,113.2,"",NA,NA,"",213,4260,"RF-ALONE-NA-NA",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,0,0
"RF","ALONE","CLAPUR",4,"7/10/24",NA,NA,79.6,"",NA,NA,"",71,1420,"RF-ALONE-NA-NA",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,0,0
"RF","ALONE","CLAPUR",5,"7/10/24",NA,NA,59.6,"",NA,NA,"",19,380,"RF-ALONE-NA-NA",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,0,0
"RF","ALONE","CLAPUR",6,"7/10/24",NA,NA,42.4,"",NA,NA,"",8,160,"RF-ALONE-NA-NA",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,0,0
"RF","ALONE","CLAPUR",7,"7/10/24",NA,NA,43,"",NA,NA,"",146,2920,"RF-ALONE-NA-NA",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,0,0
